group	Accession	Source Database	Name	Tax ID	Genus	Species	Other	Length
PhoU	Q30YR4	unreviewed	Phosphate-specific transport system accessory protein PhoU	207559	Oleidesulfovibrio	alaskensis	(strain ATCC BAA-1058 / DSM 17464 / G20)	221
PhoU	Q47KT1	unreviewed	Phosphate-specific transport system accessory protein PhoU	269800	Thermobifida	fusca	(strain YX)	231
PhoU	Q5H001	unreviewed	PhoU domain-containing protein	291331	Xanthomonas	oryzae	pv. oryzae (strain KACC10331 / KXO85)	258
PhoU	Q6AAV0	unreviewed	Phosphate-specific transport system accessory protein PhoU	267747	Cutibacterium	acnes	(strain DSM 16379 / KPA171202)	248
PhoU	Q6ADH5	unreviewed	Phosphate-specific transport system accessory protein PhoU	281090	Leifsonia	xyli	subsp. xyli (strain CTCB07)	242
PhoU	Q6AM12	unreviewed	Phosphate-specific transport system accessory protein PhoU	177439	Desulfotalea	psychrophila	(strain LSv54 / DSM 12343)	219
PhoU	Q6WB50	unreviewed	PhoU domain-containing protein	511	Alcaligenes	faecalis	NA	220
PhoU	Q8GDV3	unreviewed	PhoU domain-containing protein	28064	Heliobacterium	mobile	NA	218
PhoU	Q9UZU5	unreviewed	PhoU domain-containing protein	272844	Pyrococcus	abyssi	(strain GE5 / Orsay)	198
PhoU	R7CJW5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1262868	Cryptobacterium	sp.	CAG:338	224
PhoU	R9GPS3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1150600	Arcticibacter	svalbardensis	MN12-7	218
PhoU	S0EW26	unreviewed	Phosphate-specific transport system accessory protein PhoU	1303518	Chthonomonas	calidirosea	(strain DSM 23976 / ICMP 18418 / T49)	229
PhoU	S2W7A4	unreviewed	Phosphate-specific transport system accessory protein PhoU	883161	Propionimicrobium	lymphophilum	ACS-093-V-SCH5	221
PhoU	S6H8D8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1330036	Osedax	symbiont	Rs1	246
PhoU	S7TCZ8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1121439	Alkalidesulfovibrio	alkalitolerans	DSM 16529	221
PhoU	S9QT17	unreviewed	Phosphate-specific transport system accessory protein PhoU	1123069	Rubellimicrobium	thermophilum	DSM 16684	252
PhoU	T2G7Q2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1121448	Megalodesulfovibrio	gigas	(strain ATCC 19364 / DSM 1382 / NCIMB 9332 / VKM B-1759)	222
PhoU	U1MY60	unreviewed	Phosphate-specific transport system accessory protein PhoU	1325472	halophilic	archaeon	J07HX5	220
PhoU	U1SLC1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1321816	Alloscardovia	omnicolens	F0580	234
PhoU	U4KJW3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1318466	Alteracholeplasma	palmae	(strain ATCC 49389 / J233)	221
PhoU	U4KP39	unreviewed	Phosphate-specific transport system accessory protein PhoU	61635	Paracholeplasma	brassicae	NA	220
PhoU	U4TWI5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1231336	Schleiferilactobacillus	shenzhenensis	LY-73	228
PhoU	U5DEA2	unreviewed	Phosphate-specific transport system accessory protein PhoU	582515	Rubidibacter	lacunae	KORDI 51-2	235
PhoU	U5QJW8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1183438	Gloeobacter	kilaueensis	(strain ATCC BAA-2537 / CCAP 1431/1 / ULC 316 / JS1)	211
PhoU	U7D606	unreviewed	Phosphate-specific transport system accessory protein PhoU	1313304	Chitinivibrio	alkaliphilus	ACht1	219
PhoU	V4R338	unreviewed	Phosphate-specific transport system accessory protein PhoU	1282362	Asticcacaulis	sp.	AC466	247
PhoU	V4RW36	unreviewed	Phosphate-specific transport system accessory protein PhoU	631454	Lutibaculum	baratangense	AMV1	246
PhoU	V5WEA3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1307761	Salinispira	pacifica	NA	218
PhoU	V7I8D2	unreviewed	Phosphate-specific transport system accessory protein PhoU	994573	Youngiibacter	fragilis	232.1	218
PhoU	V8G934	unreviewed	Phosphate-specific transport system accessory protein PhoU	1414851	Pelistega	indica	NA	243
PhoU	W4LI77	unreviewed	Phosphate-specific transport system accessory protein PhoU	1429438	Entotheonella	factor	NA	219
PhoU	W6K597	unreviewed	Phosphate-specific transport system accessory protein PhoU	1288970	Magnetospira	sp.	(strain QH-2)	234
PhoU	W7CTJ1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1265861	Brochothrix	campestris	FSL F6-1037	222
PhoU	W7Q9N0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1328313	Catenovulum	agarivorans	DS-2	237
PhoU	W9GYD7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1385369	Skermanella	stibiiresistens	SB22	251
NptA	A0A011QPJ3	unreviewed	PhoU domain-containing protein	522306	Accumulibacter	regalis	NA	599
NptA	A0A024P658	unreviewed	PhoU domain-containing protein	195088	Halobacillus	karajensis	NA	451
NptA	A0A074TCL7	unreviewed	PhoU domain-containing protein	1185766	Thioclava	dalianensis	NA	549
NptA	A0A078M281	unreviewed	PhoU domain-containing protein	1461582	Jeotgalicoccus	saudimassiliensis	NA	554
NptA	A0A086MHV7	unreviewed	PhoU domain-containing protein	1549810	Microvirga	sp.	BSC39	547
NptA	A0A086YCN4	unreviewed	Sodium:phosphate symporter	195105	Haematobacter	massiliensis	NA	560
NptA	A0A090HYJ1	unreviewed	PhoU domain-containing protein	1912856	Peptoniphilus	sp.	ING2-D1G	532
NptA	A0A095VH21	unreviewed	PhoU domain-containing protein	1532557	Achromobacter	sp.	RTa	553
NptA	A0A096CAK9	unreviewed	PhoU domain-containing protein	1401066	Prevotella	amnii	DNF00058	570
NptA	A0A0A1PNV4	unreviewed	PhoU domain-containing protein	1522316	bacterium	YEK0313	NA	548
NptA	A0A0A2DUI2	unreviewed	PhoU domain-containing protein	1537504	Porphyromonas	sp.	COT-108 OH1349	603
NptA	A0A0A8WV88	unreviewed	PhoU domain-containing protein	1266765	Geobacter	sp.	OR-1	550
NptA	A0A0B0H7N3	unreviewed	PhoU domain-containing protein	2340	Solemya	velum	gill symbiont	598
NptA	A0A0C2HXF5	unreviewed	PhoU domain-containing protein	1121915	Geoalkalibacter	ferrihydriticus	DSM 17813	566
NptA	A0A0C3R4I9	unreviewed	PhoU domain-containing protein	1547597	Sanguibacteroides	justesenii	NA	564
NptA	A0A0C4WKX2	unreviewed	PhoU domain-containing protein	1328314	Azotobacter	chroococcum	NCIMB 8003	572
NptA	A0A0E2E687	unreviewed	PhoU domain-containing protein	999432	Treponema	denticola	H-22	549
NptA	A0A0E3UIL5	unreviewed	PhoU domain-containing protein	1637999	Verrucomicrobia	bacterium	IMCC26134	534
NptA	A0A0F0E416	unreviewed	PhoU domain-containing protein	1619951	Burkholderiaceae	bacterium	26	558
NptA	A0A0F2PHH7	unreviewed	PhoU domain-containing protein	1629715	Peptococcaceae	bacterium	BRH_c8a	559
NptA	A0A0F2PXN8	unreviewed	PhoU domain-containing protein	1629712	Hoeflea	sp.	BRH_c9	554
NptA	A0A0F4R876	unreviewed	PhoU domain-containing protein	579484	Marinomonas	sp.	S3726	538
NptA	A0A0F5FXQ8	unreviewed	PhoU domain-containing protein	443610	Devosia	geojensis	NA	557
NptA	A0A0F5IPV5	unreviewed	PhoU domain-containing protein	1078087	Parabacteroides	sp.	HGS0025	601
NptA	A0A0F5ZTL2	unreviewed	PhoU domain-containing protein	1581149	Grimontia	sp.	AD028	567
NptA	A0A0F7HHI1	unreviewed	Phosphate:Na+ symporter	407035	Salinicoccus	halodurans	NA	555
NptA	A0A0F9JAB3	unreviewed	PhoU domain-containing protein	412755	marine	sediment	metagenome	560
NptA	A0A0F9ZJ92	unreviewed	PhoU domain-containing protein	1619061	Candidatus	Peregrinibacteria	bacterium GW2011_GWC2_33_13	553
NptA	A0A0G3ED60	unreviewed	PhoU domain-containing protein	1307763	Kiritimatiella	glycovorans	NA	563
NptA	A0A0G4K664	unreviewed	PhoU domain-containing protein	381802	Brachyspira	suanatina	NA	556
NptA	A0A0H2ZI79	unreviewed	PhoU domain-containing protein	208963	Pseudomonas	aeruginosa	(strain UCBPP-PA14)	555
NptA	A0A0H3FI57	unreviewed	PhoU domain-containing protein	2703885	Rahnella	sp.	(strain Y9602)	557
NptA	A0A0H3K9X3	unreviewed	PhoU domain-containing protein	426430	Staphylococcus	aureus	(strain Newman)	555
NptA	A0A0J5QCV6	unreviewed	PhoU domain-containing protein	1618204	Puniceibacterium	sp.	IMCC21224	554
NptA	A0A0J8YWV9	unreviewed	PhoU domain-containing protein	1628856	bacteria	symbiont	BFo2 of Frankliniella occidentalis	539
NptA	A0A0K1PCT5	unreviewed	PhoU domain-containing protein	1391653	Vulgatibacter	incomptus	NA	583
NptA	A0A0K8NTZ7	unreviewed	PhoU domain-containing protein	1547922	Piscinibacter	sakaiensis	NA	564
NptA	A0A0M6XKV6	unreviewed	PhoU domain-containing protein	282197	Jannaschia	rubra	NA	556
NptA	A0A0M6Y0Z5	unreviewed	PhoU domain-containing protein	187304	Roseibium	aggregatum	NA	552
NptA	A0A0P1EFI0	unreviewed	PhoU domain-containing protein	81569	Ruegeria	atlantica	NA	550
NptA	A0A0P7XTA5	unreviewed	PhoU domain-containing protein	1666916	Rhodobacteraceae	bacterium	HLUCCA12	553
NptA	A0A0Q0VF81	unreviewed	PhoU domain-containing protein	1735324	Smithella	sp.	SDB	534
NptA	A0A0Q6CYE3	unreviewed	PhoU domain-containing protein	1736375	Aureimonas	sp.	Leaf427	550
NptA	A0A0Q7D449	unreviewed	PhoU domain-containing protein	1736441	Methylibium	sp.	Root1272	540
NptA	A0A0R2RJX1	unreviewed	PhoU domain-containing protein	1655588	Cryomorphaceae	bacterium	BACL11 MAG-121015-bin20	568
NptA	A0A0R2TUA4	unreviewed	PhoU domain-containing protein	1655559	Rhodobacter	sp.	BACL10 MAG-121220-bin24	568
NptA	A0A0S2KB47	unreviewed	PhoU domain-containing protein	1249552	Pseudohongiella	spirulinae	NA	554
NptA	A0A0S7C288	unreviewed	PhoU domain-containing protein	1678841	Lentimicrobium	saccharophilum	NA	565
NptA	A0A0W8FVN0	unreviewed	PhoU domain-containing protein	938273	hydrocarbon	metagenome	NA	701
NptA	A0A101H595	unreviewed	PhoU domain-containing protein	1641382	Methanocalculus	sp.	52_23	547
NptA	A0A101HF86	unreviewed	PhoU domain-containing protein	294710	Proteiniphilum	acetatigenes	NA	607
NptA	A0A126RLJ2	unreviewed	PhoU domain-containing protein	1315974	Sphingobium	sp.	TKS	566
NptA	A0A126V2G3	unreviewed	PhoU domain-containing protein	1579316	Falsihalocynthiibacter	arcticus	NA	560
NptA	A0A133XR15	unreviewed	PhoU domain-containing protein	1497953	Bacteroidales	bacterium	KA00251	608
NptA	A0A137STM7	unreviewed	PhoU domain-containing protein	1588750	Clostridiales	bacterium	KA00134	532
NptA	A0A140DWY3	unreviewed	PhoU domain-containing protein	1702221	Faecalibaculum	rodentium	NA	525
NptA	A0A140NN40	unreviewed	PhoU domain-containing protein	1157951	Providencia	stuartii	(strain MRSN 2154)	550
NptA	A0A154L4K1	unreviewed	PhoU domain-containing protein	168935	Thalassospira	lucentensis	NA	609
NptA	A0A165MF11	unreviewed	PhoU domain-containing protein	1100	Pelodictyon	luteolum	NA	555
NptA	A0A165Z1H3	unreviewed	PhoU domain-containing protein	989403	Pseudovibrio	axinellae	NA	566
NptA	A0A174STL4	unreviewed	PhoU domain-containing protein	154046	Hungatella	hathewayi	NA	554
NptA	A0A174ZMY4	unreviewed	PhoU domain-containing protein	33039	[Ruminococcus]	torques	NA	572
NptA	A0A1B6YEC5	unreviewed	PhoU domain-containing protein	1849360	Balneola	sp.	EhC07	569
NptA	A0A1C5NCF7	unreviewed	PhoU domain-containing protein	165185	uncultured	Eubacterium	sp.	601
NptA	A0A1C6N8H6	unreviewed	PhoU domain-containing protein	1192162	Vogesella	sp.	LIG4	541
NptA	A0A1E1VCG8	unreviewed	PhoU domain-containing protein	506668	Bosea	sp.	BIWAKO-01	554
NptA	A0A1E4FM46	unreviewed	PhoU domain-containing protein	1660124	Pelagibacterium	sp.	SCN 63-23	548
NptA	A0A1E4ICT4	unreviewed	PhoU domain-containing protein	1660138	Rubrivivax	sp.	SCN 71-131	556
NptA	A0A1E5Q9Z6	unreviewed	PhoU domain-containing protein	28181	Magnetovibrio	blakemorei	NA	583
NptA	A0A1E5SVT0	unreviewed	PhoU domain-containing protein	1889784	Roseivirga	sp.	4D4	573
NptA	A0A1E7HN21	unreviewed	PhoU domain-containing protein	1869310	Desulfuromonadales	bacterium	C00003094	558
NptA	A0A1E7I2L9	unreviewed	PhoU domain-containing protein	1869300	Desulfobacterales	bacterium	S5133MH16	557
NptA	A0A1E8R8K6	unreviewed	PhoU domain-containing protein	1739356	Anaerococcus	sp.	HMSC065G05	563
NptA	A0A1E9IU57	unreviewed	PhoU domain-containing protein	1739251	Fusobacterium	sp.	HMSC073F01	543
NptA	A0A1F3BL10	unreviewed	PhoU domain-containing protein	1797315	Bacteroidetes	bacterium	GWA2_31_9b	563
NptA	A0A1F3SY15	unreviewed	PhoU domain-containing protein	1797388	Bdellovibrionales	bacterium	RBG_16_40_8	546
NptA	A0A1F8TB24	unreviewed	PhoU domain-containing protein	1797672	Chloroflexi	bacterium	RIFCSPLOWO2_02_FULL_71_16	549
NptA	A0A1F8WER2	unreviewed	PhoU domain-containing protein	1797805	Deltaproteobacteria	bacterium	GWA2_45_12	550
NptA	A0A1G0YL49	unreviewed	PhoU domain-containing protein	1798576	Lentisphaerae	bacterium	GWF2_57_35	581
NptA	A0A1G3MW37	unreviewed	PhoU domain-containing protein	1802180	Spirochaetes	bacterium	GWC1_61_12	553
NptA	A0A1G4RX01	unreviewed	PhoU domain-containing protein	1520819	Ruminococcaceae	bacterium	YRB3002	599
NptA	A0A1G5I2F0	unreviewed	PhoU domain-containing protein	419481	Desulfoluna	spongiiphila	NA	588
NptA	A0A1G6GZ02	unreviewed	PhoU domain-containing protein	1640674	Williamwhitmania	taraxaci	NA	576
NptA	A0A1G8RYW3	unreviewed	PhoU domain-containing protein	549003	Natribacillus	halophilus	NA	529
NptA	A0A1G8Y712	unreviewed	PhoU domain-containing protein	990712	Meinhardsimonia	xiamenensis	NA	560
NptA	A0A1G9GYC6	unreviewed	PhoU domain-containing protein	321763	Halarsenatibacter	silvermanii	NA	542
NptA	A0A1H3BYG8	unreviewed	PhoU domain-containing protein	61595	Allochromatium	warmingii	NA	610
NptA	A0A1H3LKI5	unreviewed	PhoU domain-containing protein	1122142	Lachnobacterium	bovis	DSM 14045	672
NptA	A0A1H3Z3W1	unreviewed	PhoU domain-containing protein	877406	Lachnospiraceae	bacterium	NK3A20	574
NptA	A0A1H6VR53	unreviewed	PhoU domain-containing protein	322505	Sharpea	azabuensis	NA	571
NptA	A0A1H7D0X4	unreviewed	PhoU domain-containing protein	1227549	Cribrihabitans	marinus	NA	559
NptA	A0A1H9NJA1	unreviewed	PhoU domain-containing protein	1855383	Faunimonas	pinastri	NA	550
NptA	A0A1H9TM12	unreviewed	PhoU domain-containing protein	1464123	Salisediminibacterium	haloalkalitolerans	NA	533
NptA	A0A1I0DHZ7	unreviewed	PhoU domain-containing protein	917	Nitrosomonas	marina	NA	464
NptA	A0A1I0EWK2	unreviewed	PhoU domain-containing protein	69824	Thomasclavelia	cocleata	NA	550
NptA	A0A1I4SSY5	unreviewed	PhoU domain-containing protein	254406	Shimia	aestuarii	NA	559
NptA	A0A1I5KSH0	unreviewed	PhoU domain-containing protein	1121869	Enterovibrio	norvegicus	DSM 15893	566
NptA	A0A1I7B3Q8	unreviewed	PhoU domain-containing protein	477690	Lishizhenia	tianjinensis	NA	827
NptA	A0A1I7LSE6	unreviewed	PhoU domain-containing protein	1502759	Methylobacterium	sp.	UNCCL125	590
NptA	A0A1J1E816	unreviewed	PhoU domain-containing protein	242600	Ichthyobacterium	seriolicida	NA	493
NptA	A0A1J5GVD7	unreviewed	PhoU domain-containing protein	1805316	Parcubacteria	group	bacterium CG2_30_36_38	522
NptA	A0A1J5I3D2	unreviewed	PhoU domain-containing protein	1805338	Rhodobacterales	bacterium	CG2_30_65_12	570
NptA	A0A1J5K5K6	unreviewed	PhoU domain-containing protein	1860085	Bacteriovorax	sp.	MedPE-SWde	554
NptA	A0A1J5L707	unreviewed	PhoU domain-containing protein	1860084	Crocinitomix	sp.	MedPE-SWsnd	551
NptA	A0A1K1N358	unreviewed	PhoU domain-containing protein	244362	Ruminococcus	sp.	YE71	583
NptA	A0A1L3GIY1	unreviewed	PhoU domain-containing protein	29542	Syntrophotalea	acetylenica	NA	562
NptA	A0A1L9P2K0	unreviewed	PhoU domain-containing protein	696762	Planktotalea	frisia	NA	551
NptA	A0A1M3MQL8	unreviewed	PhoU domain-containing protein	1895812	Rhizobiales	bacterium	63-22	551
NptA	A0A1M3QBH5	unreviewed	PhoU domain-containing protein	1895826	Rhodospirillales	bacterium	70-18	573
NptA	A0A1M5BJG9	unreviewed	PhoU domain-containing protein	1486859	Litoreibacter	ascidiaceicola	NA	560
NptA	A0A1M5TFW9	unreviewed	PhoU domain-containing protein	1896208	Fibrobacter	sp.	UWCM	568
NptA	A0A1M6DYI5	unreviewed	PhoU domain-containing protein	1122189	Malonomonas	rubra	DSM 5091	588
NptA	A0A1M6FME6	unreviewed	PhoU domain-containing protein	198092	Roseomonas	rosea	NA	550
NptA	A0A1M6LGM7	unreviewed	PhoU domain-containing protein	1123071	Rubritalea	squalenifaciens	DSM 18772	584
NptA	A0A1M6UQR7	unreviewed	PhoU domain-containing protein	1121421	Desulforamulus	aeronauticus	DSM 10349	562
NptA	A0A1M6UYM8	unreviewed	PhoU domain-containing protein	156994	Reichenbachiella	agariperforans	NA	566
NptA	A0A1M7DRR3	unreviewed	PhoU domain-containing protein	1123231	Lacicoccus	alkaliphilus	DSM 16010	557
NptA	A0A1M7ZMS7	unreviewed	PhoU domain-containing protein	1123029	Pseudoxanthobacter	soli	DSM 19599	555
NptA	A0A1P8FP93	unreviewed	PhoU domain-containing protein	1904640	Betaproteobacteria	bacterium	GR16-43	570
NptA	A0A1Q3LQB7	unreviewed	PhoU domain-containing protein	1895780	Mesorhizobium	sp.	61-13	554
NptA	A0A1Q6RSR8	unreviewed	PhoU domain-containing protein	1897035	Firmicutes	bacterium	CAG:552_39_19	539
NptA	A0A1Q8IYC3	unreviewed	PhoU domain-containing protein	1926878	Burkholderia	sp.	SRS-W-2-2016	567
NptA	A0A1Q8R2P0	unreviewed	PhoU domain-containing protein	1888891	Desulfosporosinus	metallidurans	NA	544
NptA	A0A1Q9A7D5	unreviewed	PhoU domain-containing protein	887144	Allorhizobium	taibaishanense	NA	561
NptA	A0A1Q9K0A4	unreviewed	PhoU domain-containing protein	1261637	Anaerostipes	sp.	992a	567
NptA	A0A1R0IVP1	unreviewed	PhoU domain-containing protein	28034	Sulfobacillus	thermosulfidooxidans	NA	532
NptA	A0A1R1MHM4	unreviewed	PhoU domain-containing protein	1897630	Motiliproteus	sp.	MSK22-1	560
NptA	A0A1S7LIW2	unreviewed	PhoU domain-containing protein	451514	Magnetococcus	massalia	(strain MO-1)	608
NptA	A0A1T5DCI6	unreviewed	PhoU domain-containing protein	889453	Alkalitalea	saponilacus	NA	541
NptA	A0A1U7NLQ6	unreviewed	PhoU domain-containing protein	1862672	Dubosiella	newyorkensis	NA	588
NptA	A0A1U9NNR0	unreviewed	PhoU domain-containing protein	1936003	Anaerohalosphaera	lusitana	NA	568
NptA	A0A1V0DE06	unreviewed	PhoU domain-containing protein	1779382	Rhodothermaceae	bacterium	RA	596
NptA	A0A1V2H266	unreviewed	PhoU domain-containing protein	1817963	Pseudoroseomonas	deserti	NA	556
NptA	A0A1V4RRN2	unreviewed	PhoU domain-containing protein	1956167	Desulfobacteraceae	bacterium	4484_190.1	495
NptA	A0A1V4TE43	unreviewed	PhoU domain-containing protein	1811727	Methanomassiliicoccales	archaeon	PtaB.Bin134	544
NptA	A0A1V5NDB2	unreviewed	PhoU domain-containing protein	1852904	Planctomycetes	bacterium	ADurb.Bin401	563
NptA	A0A1V6HQY6	unreviewed	PhoU domain-containing protein	1852786	Acidobacteria	bacterium	ADurb.Bin051	567
NptA	A0A1W1ZNA4	unreviewed	PhoU domain-containing protein	1434700	Moheibacter	sediminis	NA	546
NptA	A0A1W9HHB1	unreviewed	PhoU domain-containing protein	1827384	Proteobacteria	bacterium	SG_bin7	516
NptA	A0A1W9PVT9	unreviewed	PhoU domain-containing protein	1968522	Desulfococcus	sp.	4484_241	666
NptA	A0A1W9TKG1	unreviewed	PhoU domain-containing protein	1971640	Fusobacteriia	bacterium	4572_132	556
NptA	A0A1X6Z6A2	unreviewed	PhoU domain-containing protein	1247867	Roseovarius	albus	NA	561
NptA	A0A1Y1RW21	unreviewed	PhoU domain-containing protein	1963862	Marispirochaeta	aestuarii	NA	557
NptA	A0A1Y2K3F0	unreviewed	PhoU domain-containing protein	1434232	Magnetofaba	australis	IT-1	602
NptA	A0A1Y3Y093	unreviewed	PhoU domain-containing protein	28118	Odoribacter	splanchnicus	NA	588
NptA	A0A1Y4S1G1	unreviewed	PhoU domain-containing protein	1965558	Flavonifractor	sp.	An135	539
NptA	A0A1Y6BH50	unreviewed	PhoU domain-containing protein	560819	Tistlia	consotensis	USBA 355	572
NptA	A0A1Y6CEV3	unreviewed	PhoU domain-containing protein	1304903	Alteromonadaceae	bacterium	Bs31	557
NptA	A0A1Z8NEG5	unreviewed	PhoU domain-containing protein	1986722	Crocinitomicaceae	bacterium	TMED16	567
NptA	A0A1Z9MQR4	unreviewed	PhoU domain-containing protein	1986869	Rickettsiales	bacterium	TMED211	616
NptA	A0A208XS54	unreviewed	PhoU domain-containing protein	2008675	Pigmentiphaga	sp.	NML080357	561
NptA	A0A238KPS7	unreviewed	PhoU domain-containing protein	1673631	Maliponia	aquimaris	NA	547
NptA	A0A239KND6	unreviewed	PhoU domain-containing protein	447679	Ekhidna	lutea	NA	572
NptA	A0A248JSF4	unreviewed	PhoU domain-containing protein	1441467	Nitrospirillum	viridazoti	CBAmc	560
NptA	A0A252F4B0	unreviewed	PhoU domain-containing protein	1945634	Butyricicoccus	porcorum	NA	566
NptA	A0A257UWH4	unreviewed	PhoU domain-containing protein	1970299	Acidiphilium	sp.	37-64-53	575
NptA	A0A285ND69	unreviewed	PhoU domain-containing protein	372072	Cohaesibacter	gelatinilyticus	NA	573
NptA	A0A286H0X4	unreviewed	PhoU domain-containing protein	414052	Caenispirillum	bisanense	NA	556
NptA	A0A2A2Q541	unreviewed	PhoU domain-containing protein	1982319	Opitutia	bacterium	Tous-C1TDCM	567
NptA	A0A2A4QN29	unreviewed	PhoU domain-containing protein	1898104	Bacteroidota	bacterium	NA	564
NptA	A0A2A4XV41	unreviewed	PhoU domain-containing protein	1909294	Hyphomicrobiales	bacterium	NA	562
NptA	A0A2A4YWD6	unreviewed	PhoU domain-containing protein	2021391	Flavobacteriales	bacterium	NA	565
NptA	A0A2A5A250	unreviewed	PhoU domain-containing protein	2026760	Neomarinimicrobiota	bacterium	NA	589
NptA	A0A2A5AQG2	unreviewed	PhoU domain-containing protein	2030808	Cloacimonadota	bacterium	NA	557
NptA	A0A2A5D9I8	unreviewed	PhoU domain-containing protein	2026780	Planctomycetota	bacterium	NA	598
NptA	A0A2A5E0S9	unreviewed	PhoU domain-containing protein	2030809	Hydrogenedentota	bacterium	NA	555
NptA	A0A2A5F9S4	unreviewed	PhoU domain-containing protein	1904441	Paracoccaceae	bacterium	NA	564
NptA	A0A2A5GZL1	unreviewed	PhoU domain-containing protein	2026807	Zetaproteobacteria	bacterium	NA	577
NptA	A0A2A6ZA55	unreviewed	PhoU domain-containing protein	853	Faecalibacterium	prausnitzii	NA	531
NptA	A0A2D5IGM9	unreviewed	PhoU domain-containing protein	2024839	Marinovum	sp.	NA	551
NptA	A0A2D5VKM8	unreviewed	PhoU domain-containing protein	2026781	Poribacteria	bacterium	NA	625
NptA	A0A2D6B203	unreviewed	PhoU domain-containing protein	2026740	Flammeovirgaceae	bacterium	NA	576
NptA	A0A2D6ELK2	unreviewed	PhoU domain-containing protein	2026759	Magnetococcales	bacterium	NA	603
NptA	A0A2D6JLE6	unreviewed	PhoU domain-containing protein	2026715	Pseudobdellovibrionaceae	bacterium	NA	541
NptA	A0A2D6TA25	unreviewed	PhoU domain-containing protein	1898112	Rhodospirillaceae	bacterium	NA	552
NptA	A0A2D7HE18	unreviewed	PhoU domain-containing protein	2024855	Rhodopirellula	sp.	NA	575
NptA	A0A2E0JBD4	unreviewed	PhoU domain-containing protein	1872084	Nitratireductor	sp.	NA	559
NptA	A0A2E0QDA2	unreviewed	PhoU domain-containing protein	2024841	Micavibrio	sp.	NA	545
NptA	A0A2E0QXR6	unreviewed	PhoU domain-containing protein	2026801	Verrucomicrobiales	bacterium	NA	579
NptA	A0A2E2U5B4	unreviewed	PhoU domain-containing protein	2026745	Halobacteriovoraceae	bacterium	NA	553
NptA	A0A2E3ISJ7	unreviewed	PhoU domain-containing protein	2024832	Geminicoccus	sp.	NA	568
NptA	A0A2E3J2G1	unreviewed	PhoU domain-containing protein	2026742	Gemmatimonadota	bacterium	NA	623
NptA	A0A2E4IB80	unreviewed	PhoU domain-containing protein	2026790	Saprospirales	bacterium	NA	572
NptA	A0A2E6HAT6	unreviewed	PhoU domain-containing protein	2020862	Halobacteriovorax	sp.	NA	552
NptA	A0A2E8D954	unreviewed	PhoU domain-containing protein	2026779	Planctomycetaceae	bacterium	NA	553
NptA	A0A2E9HZP2	unreviewed	PhoU domain-containing protein	1924940	Mameliella	sp.	NA	553
NptA	A0A2E9NR29	unreviewed	PhoU domain-containing protein	1913989	Gammaproteobacteria	bacterium	NA	561
NptA	A0A2G2B9N7	unreviewed	PhoU domain-containing protein	2030815	Marinosulfonomonas	sp.	NA	550
NptA	A0A2G2FHX4	unreviewed	PhoU domain-containing protein	1917219	Fluviicola	sp.	NA	561
NptA	A0A2G6E6Z1	unreviewed	PhoU domain-containing protein	2044937	candidate	division	KSB3 bacterium	554
NptA	A0A2G6I1U9	unreviewed	PhoU domain-containing protein	2026792	Spirochaetales	bacterium	NA	507
NptA	A0A2G6J0Z7	unreviewed	PhoU domain-containing protein	1977087	Pseudomonadota	bacterium	NA	561
NptA	A0A2G6PJN1	unreviewed	PhoU domain-containing protein	2044936	Bacteroidia	bacterium	NA	581
NptA	A0A2H0J0K2	unreviewed	PhoU domain-containing protein	1973952	Comamonadaceae	bacterium	CG12_big_fil_rev_8_21_14_0_65_59_15	585
NptA	A0A2H5DQP5	unreviewed	PhoU domain-containing protein	2059672	Chromobacterium	sp.	(strain ATCC 53434 / SC 14030)	548
NptA	A0A2J6HJ64	unreviewed	PhoU domain-containing protein	2053303	Marinilabiliales	bacterium	NA	574
NptA	A0A2M8DHC5	unreviewed	PhoU domain-containing protein	1974059	Nitrospirae	bacterium	CG_4_9_14_0_8_um_filter_70_14	591
NptA	A0A2M8HHW2	unreviewed	PhoU domain-containing protein	178	Leptospira	sp.	NA	559
NptA	A0A2N0XUR7	unreviewed	PhoU domain-containing protein	2058088	Vibrio	sp.	vnigr-6D03	544
NptA	A0A2N1RWF9	unreviewed	PhoU domain-containing protein	2013837	Spirochaetae	bacterium	HGW-Spirochaetae-5	560
NptA	A0A2N2EY93	unreviewed	PhoU domain-containing protein	2013763	Elusimicrobia	bacterium	HGW-Elusimicrobia-1	717
NptA	A0A2N3BHW8	unreviewed	PhoU domain-containing protein	2013667	Alphaproteobacteria	bacterium	HGW-Alphaproteobacteria-4	550
NptA	A0A2N5ZRW3	unreviewed	PhoU domain-containing protein	2053305	Salinivirgaceae	bacterium	NA	575
